"58,""'218"",""Ecuador"",""21010"",""Suficiencia del suministro medio de energía alimentaria (%) (promedio de 3 años)"",""6121"",""Valor"",""%"",,,,""100"",""E"",,,,,""99"",""E"",,,,,""99"",""E"",,,,,""99"",""E"",,,,,""99"",""E"",,,,,""99"",""E"",,,,,""100"",""E"",,,,,""100"",""E"",,,,,""106"",""E"",,,,,""110"",""E"",,,,,""115"",""E"",,,,,""114"",""E"",,,,,""114"",""E"",,,,,""114"",""E"",,,,,""114"",""E"",,,,,""113"",""E"",,,,,""112"",""E"",,,,,""111"",""E"",,,,,""110"",""E"",,,,,""109"",""E"",,,,,,,"
"58,""'218"",""Ecuador"",""22000"",""Suministro de energía alimentaria utilizado en la estimación  de la prevalencia de la subalimentación (kcal/persona/día) (promedio de 3-años)"",""6128"",""Valor"",""kcal/persona/día"",,,,""2223"",""E"",,,,,""2200"",""E"",,,,,""2206"",""E"",,,,,""2214"",""E"",,,,,""2226"",""E"",,,,,""2223"",""E"",,,,,""2242"",""E"",,,,,""2263"",""E"",,,,,""2399"",""E"",,,,,""2506"",""E"",,,,,""2613"",""E"",,,,,""2601"",""E"",,,,,""2601"",""E"",,,,,""2604"",""E"",,,,,""2597"",""E"",,,,,""2578"",""E"",,,,,""2555"",""E"",,,,,""2544"",""E"",,,,,""2520"",""E"",,,,,""2502"",""E"",,,,,,,"
"58,""'218"",""Ecuador"",""21012"",""Proporción del suministro de energía alimentaria derivada de cereales, raíces y tubérculos (%) (promedio de 3 años)"",""6121"",""Valor"",""%"",,,,""38"",""E"",,,,,""37"",""E"",,,,,""37"",""E"",,,,,""37"",""E"",,,,,""36"",""E"",,,,,""36"",""E"",,,,,""35"",""E"",,,,,""35"",""E"",,,,,""36"",""E"",,,,,""37"",""E"",,,,,""39"",""E"",,,,,""39"",""E"",,,,,""39"",""E"",,,,,""40"",""E"",,,,,""42"",""E"",,,,,""43"",""E"",,,,,""44"",""E"",,,,,""43"",""E"",,,,,,""O"",,,,,,""O"",,,,,,,"
"58,""'218"",""Ecuador"",""21013"",""Suministro medio de proteínas (g/persona/día) (promedio de 3 años)"",""6123"",""Valor"",""g/persona/día"",,,,""55.6"",""E"",,,,,""54.7"",""E"",,,,,""54.3"",""E"",,,,,""54.7"",""E"",,,,,""55.7"",""E"",,,,,""56.7"",""E"",,,,,""58.4"",""E"",,,,,""59"",""E"",,,,,""61.7"",""E"",,,,,""64"",""E"",,,,,""66.3"",""E"",,,,,""66.3"",""E"",,,,,""66"",""E"",,,,,""65.7"",""E"",,,,,""64.6"",""E"",,,,,""63.3"",""E"",,,,,""62.3"",""E"",,,,,""62.7"",""E"",,,,,,""O"",,,,,,""O"",,,,,,,"
"58,""'218"",""Ecuador"",""21014"",""Suministro medio de proteínas de origen animal (g/persona/día) (promedio de 3 años)"",""6123"",""Valor"",""g/persona/día"",,,,""29.3"",""E"",,,,,""29.7"",""E"",,,,,""29.7"",""E"",,,,,""30"",""E"",,,,,""31"",""E"",,,,,""32.4"",""E"",,,,,""34"",""E"",,,,,""34.3"",""E"",,,,,""35"",""E"",,,,,""35.7"",""E"",,,,,""36.3"",""E"",,,,,""36.7"",""E"",,,,,""36.3"",""E"",,,,,""35.3"",""E"",,,,,""33.3"",""E"",,,,,""31.7"",""E"",,,,,""30.7"",""E"",,,,,""31"",""E"",,,,,,""O"",,,,,,""O"",,,,,,,"
"58,""'218"",""Ecuador"",""22013"",""PIB per cápita, PPA ($ a precios internacionales constantes de 2017)"",""6126"",""Valor"",""I$"",""8176.3"",""X"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""11431.4"",""X"",,,,,""11818.6"",""X"",,,,,""12078.5"",""X"",,,,,""11896.4"",""X"",,,,,""11551.6"",""X"",,,,,""11617.9"",""X"",,,,,""11561.7"",""X"",,,,,""11370.6"",""X"",,,,,""10325"",""X"",,""10614.6"",""X"","
"58,""'218"",""Ecuador"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""6121"",""Valor"",""%"",,,,""21"",""E"",,,,,""22.7"",""E"",,,,,""22.7"",""E"",,,,,""22.7"",""E"",,,,,""22.4"",""E"",,,,,""22.8"",""E"",,,,,""22.1"",""E"",,,,,""21.3"",""E"",,,,,""16"",""E"",,,,,""12.3"",""E"",,,,,""8.4"",""E"",,,,,""8.8"",""E"",,,,,""8.8"",""E"",,,,,""8.7"",""E"",,,,,""9"",""E"",,,,,""9.7"",""E"",,,,,""10.7"",""E"",,,,,""11.6"",""E"",,,,,""13.7"",""E"",,,,,""15.4"",""E"",,,,,,,"
"58,""'218"",""Ecuador"",""210011"",""Número de personas subalimentadas (millones) (promedio de 3 años)"",""6132"",""Valor"",""millones"",,,,""2.7"",""E"",,,,,""3"",""E"",,,,,""3"",""E"",,,,,""3.1"",""E"",,,,,""3.1"",""E"",,,,,""3.2"",""E"",,,,,""3.2"",""E"",,,,,""3.1"",""E"",,,,,""2.4"",""E"",,,,,""1.8"",""E"",,,,,""1.3"",""E"",,,,,""1.4"",""E"",,,,,""1.4"",""E"",,,,,""1.4"",""E"",,,,,""1.5"",""E"",,,,,""1.6"",""E"",,,,,""1.8"",""E"",,,,,""2"",""E"",,,,,""2.4"",""E"",,,,,""2.7"",""E"",,,,,,,"
"58,""'218"",""Ecuador"",""210401"",""Prevalencia de la inseguridad alimentaria grave en la población total (%) (promedio de 3 años)"",""6121"",""Valor"",""%"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""6"",""A"",""Official estimate integrated with FAO data"",,,,""7.1"",""A"",""Official estimate integrated with FAO data"",,,,""8.4"",""A"",""Official estimate integrated with FAO data"",,,,""9.9"",""A"",""Official estimate integrated with FAO data"",,,,""11.6"",""A"",""Official estimate integrated with FAO data"",,,,""12.8"",""A"",""Official estimate integrated with FAO data"",,,,,,"
"58,""'218"",""Ecuador"",""210401"",""Prevalencia de la inseguridad alimentaria grave en la población total (%) (promedio de 3 años)"",""61211"",""Confidence interval: Lower bound"",""%"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""3.3"",""A"",""Official estimate integrated with FAO data"",,,,""4.4"",""A"",""Official estimate integrated with FAO data"",,,,""5.7"",""A"",""Official estimate integrated with FAO data"",,,,""7.1"",""A"",""Official estimate integrated with FAO data"",,,,""8.8"",""A"",""Official estimate integrated with FAO data"",,,,""9.9"",""A"",""Official estimate integrated with FAO data"",,,,,,"
